CONTROL,REASON_NOTAVAIL,OWN,LASTRENT,VAC_LENGTH,ASKINGRENT,I_ASKINGRENT,FW,FW1,FW2,FW3,FW4,FW5,FW6,FW7,FW8,FW9,FW10,FW11,FW12,FW13,FW14,FW15,FW16,FW17,FW18,FW19,FW20,FW21,FW22,FW23,FW24,FW25,FW26,FW27,FW28,FW29,FW30,FW31,FW32,FW33,FW34,FW35,FW36,FW37,FW38,FW39,FW40,FW41,FW42,FW43,FW44,FW45,FW46,FW47,FW48,FW49,FW50,FW51,FW52,FW53,FW54,FW55,FW56,FW57,FW58,FW59,FW60,FW61,FW62,FW63,FW64,FW65,FW66,FW67,FW68,FW69,FW70,FW71,FW72,FW73,FW74,FW75,FW76,FW77,FW78,FW79,FW80
12141215,3,1,-2,2,-2,0,344.11457074,344.11457074,101.69452682,574.82271107,345.26317488,351.44782185,346.0247849,100.80233672,334.97782752,589.73974218,344.51542151,100.04613701,582.56054946,349.50517748,343.15532389,102.30777455,339.85785726,603.70590768,100.18621213,342.23434239,584.07723701,350.65434963,98.6711104,348.83497421,339.93976035,350.51170235,574.520117,102.64665271,565.42214042,353.4967904,97.773016959,598.90346261,99.293529957,363.02578021,327.68545596,352.24935783,335.58398263,353.9730844,590.60065311,99.154307249,348.42756254,568.99766239,348.775629,353.61536472,340.61046179,98.66334306,348.71991579,590.21109687,348.50047761,340.35726533,97.787338364,600.49877305,100.26318448,593.8423391,99.055167456,575.88865512,102.97122102,593.31919278,101.75931898,348.24758669,331.9166617,609.05449913,340.59837536,100.0806394,347.59614633,336.79965281,342.6712934,591.29050607,341.22826392,102.41860683,573.36154326,346.16049124,346.49775356,342.34482952,345.04955827,342.7464385,101.04015487,589.18935979,99.734498878,343.82815985,586.35137886
12141260,1,2,1800,3,-2,0,151.63243042,151.63243042,156.95222591,144.83519627,158.58828442,44.305928702,254.16557559,45.663663899,154.23708302,253.71622557,44.04784561,275.44898081,148.84559881,156.44170888,153.52641087,41.233766281,153.23349908,262.23146325,153.74189473,43.525067728,263.30476456,153.393427,150.05556316,45.729837342,148.98260429,267.52618727,43.904530063,154.38286933,273.56705127,150.84824244,42.954640062,156.55276881,155.60826574,148.22049847,255.07851621,44.793711846,268.20570874,154.88015128,43.848076091,259.9790418,43.810097964,158.85907552,146.11813196,160.56038906,149.11011757,150.24371231,262.33991552,44.939360541,153.02540568,257.12879515,154.40000007,152.45378795,152.77718018,44.869598638,153.39478506,251.86040335,155.77930835,148.588711,44.865905038,261.33797344,44.783899898,262.07907535,43.250502716,271.00477857,45.585139474,260.79596907,45.15097481,150.09766671,152.70783538,251.83227923,152.59382723,45.499557945,153.86305735,157.41812072,147.42989498,269.32105462,148.60897203,45.191813139,250.77488862,158.10509964,152.14809548
12141266,-2,2,742,5,2,1,174.71740168,174.71740168,289.76569118,186.04563819,178.05553019,49.346563748,173.06815467,310.07095158,53.128929231,172.12141916,294.2669102,178.27750814,52.658653579,163.91580161,185.98250888,165.23581986,303.02866926,52.531009571,291.35292869,180.89362975,51.24477239,295.37459505,51.971089775,170.06060713,182.43249639,181.25378322,170.89182558,170.15561604,309.79576137,51.388428757,176.0334365,283.14576337,179.75259633,176.29745219,176.305739,49.665582354,178.6944603,309.11654434,170.46681639,173.43003397,51.596846581,296.7262428,54.311706369,283.0336093,54.154870245,298.77485033,49.633115003,304.23082245,50.510649082,175.39285561,180.37840088,299.4940294,177.29992675,52.778407912,173.88507159,172.81761128,180.70569041,299.06277208,170.76824391,51.868300628,290.22408638,175.65320203,179.43059147,181.32320681,178.35877424,178.07767193,48.883832549,310.00605903,50.29132354,178.29617873,287.48385067,57.021457455,280.37588135,184.03058902,171.56308133,179.7835092,50.204559164,179.57250656,300.4175008,174.28915196,51.353938098
12141300,-2,-2,-2,-1,1,1,172.6486813,172.6486813,283.53323764,51.322953736,170.28973435,293.19568082,176.35583018,176.44655344,168.44492288,49.396726829,173.21942297,303.90895625,161.77567313,182.07752619,50.932912133,297.64913289,49.875372217,305.80034956,49.377022779,284.98649981,50.787305511,301.16657129,50.071816359,172.08231911,175.46189512,303.23762642,163.94429392,51.521320249,171.00568644,180.06626137,159.64609798,293.26946755,185.17009651,49.30821387,286.62317071,176.68338753,164.07215995,171.79347055,179.51115795,168.18866682,52.17914372,294.78797075,49.117116463,172.77967074,290.90468992,53.983931866,294.70294059,169.98832987,174.72444574,167.93605887,53.430020117,166.26510506,297.84694559,174.3759836,52.019823795,291.04522332,168.30895255,170.0635344,49.850427025,180.99497445,303.10300252,49.722516659,168.78903448,312.0626816,164.00796914,51.597891214,168.70239499,173.33639955,172.57914775,308.07973923,50.688050009,292.78037797,166.10155038,52.269778505,293.34910775,47.757907199,186.50432021,166.10897348,176.40295127,178.09988727,174.21508477
12141314,5,-2,-2,-2,-2,0,425.36566576,425.36566576,744.55835801,421.08874974,128.55884803,699.08679578,125.31015533,448.84674834,429.52336867,411.5092212,438.98493092,431.97039441,717.1032768,121.72328187,432.65661996,745.265419,410.62868143,425.95307515,444.63378785,125.77736117,421.17439948,712.87195239,431.81039471,433.55237278,129.37724715,711.52836146,127.65812753,738.22722097,121.46407464,751.36019706,120.88547908,731.94515007,124.7576472,427.98000601,422.60923516,741.48407986,441.41487244,121.79408991,437.81258053,434.54807069,427.0587508,740.11262975,427.58295566,123.36952983,736.12942652,441.99261254,426.36462631,430.77086576,416.74014592,444.44049768,120.62512182,758.58785804,119.34908601,447.25213777,691.21517097,129.19552625,729.57305712,418.08388674,426.38906377,442.88382756,125.37606233,416.61962886,725.40290228,427.44829236,126.59777051,768.41404578,425.34263761,417.07984375,132.99390438,431.15051285,709.84689771,128.85333469,421.70603712,730.1589309,423.17854841,129.30584577,415.69613498,436.51223685,433.93409728,722.25073229,127.49564568
12141352,-2,2,-1,3,2,1,414.08854908,414.08854908,432.38089869,116.89458462,714.34610021,120.57203755,417.4633815,714.65771803,120.49520255,711.01793521,413.61387256,405.57862757,421.99553586,122.40617361,412.5962878,684.57631617,410.96208342,121.84323691,713.2401405,416.67174541,401.7634833,120.73919949,416.50105034,702.31036946,122.99919294,406.82974018,704.5826497,426.10726693,123.99548426,417.11280071,421.42895943,407.09369987,697.36949257,118.25711486,724.04684307,418.45961171,120.11646093,691.08540738,122.5708703,415.07148147,417.81533648,414.56947097,406.32703145,420.11914538,712.32551791,120.2576659,419.16534403,709.06223273,422.32918254,412.27427548,411.73694142,123.49621728,407.8879699,707.87956753,422.92595333,409.83464244,119.28364074,690.43801999,120.86331054,697.1222635,126.08273012,703.04338837,121.12094793,729.38206355,120.24042748,420.86745932,415.86933644,691.70234815,406.45126073,122.55032676,404.72342661,397.67102758,422.76173141,721.23290377,405.46800068,122.10814078,701.49198332,433.32976683,403.15719817,409.30306371,415.3353968
12141361,1,2,-1,5,-2,0,149.33986546,149.33986546,172.72110191,226.90173613,153.56244407,43.387703958,278.99126172,129.97750825,152.8959819,159.65505662,138.20507902,169.11059374,40.716603005,287.26563077,41.87057516,179.50551947,246.53733114,41.730124003,259.64010888,148.01510341,133.01197395,145.03972086,40.032309588,181.82946128,249.43131686,141.72476554,39.947669683,314.67652772,147.21905457,139.0057127,44.233488602,163.48432789,239.30834228,41.79447864,161.3411459,269.45637402,135.41944937,50.045424144,158.58023321,145.04957156,150.93503469,226.67635028,45.289239846,257.53587921,148.50687816,47.852439974,282.25013866,36.614982098,154.10554027,195.98641434,121.49652153,148.60302127,160.55422926,250.67062921,42.32104686,146.29169496,266.62715046,132.04697825,142.19649572,151.99624102,47.348759037,178.47407844,259.55239265,133.63897824,152.10371097,44.830518991,275.16333982,38.414843293,319.16535895,32.588369752,347.34475314,41.186903892,286.67972585,34.933597174,156.25798966,169.47240804,249.36003007,149.19460554,39.576002686,160.90115801,142.97258959
12141371,5,-2,-2,6,-2,0,485.2496217,485.2496217,535.88864486,465.58207286,485.32259288,150.13943482,138.73513808,146.55322099,141.48850165,868.79399585,444.75541048,144.73328019,522.82049272,461.67088617,843.94711315,476.55628529,467.34464876,145.62745034,804.69534608,450.93613645,880.61595303,140.88850008,782.64175423,515.39807704,854.30867246,140.76324488,462.03901154,481.86459239,885.20348971,460.23899838,484.45600383,145.09856671,505.48077598,765.81797061,142.9983151,146.79806106,136.55210602,154.48819381,453.11688976,493.4087434,498.73770792,462.10081198,862.91080882,753.57048804,471.61501891,820.0251021,500.36104264,140.02944871,488.09977058,152.22272893,457.89530233,855.83253656,150.44207486,480.5982569,822.47042522,484.22931428,453.66068908,138.5387669,528.36527969,840.76946959,476.91648739,461.51888516,888.24724019,471.72116333,502.26940243,450.08603262,517.13800176,790.57123828,503.23355814,131.82184628,836.15472597,488.46145676,155.22852573,480.28413265,133.94798796,504.13685274,786.70893574,505.39939954,858.32726777,820.03152357,443.76914358
12141417,5,1,-2,6,-2,0,414.08854908,414.08854908,738.12036421,681.31156771,418.45425727,702.74533415,417.4633815,122.6158795,411.39635475,121.9913915,413.61387256,692.36602543,123.59963082,417.92081807,704.34592079,401.01552153,410.96208342,121.84323691,417.80640108,711.30316212,401.7634833,412.2294124,711.01176741,411.40388944,419.94551271,406.82974018,412.73496038,727.4106049,423.34706404,122.16951081,719.42423443,407.09369987,119.64968895,403.75504539,124.22679868,418.45961171,700.09003903,404.82845888,714.39538516,708.5713407,417.81533648,414.56947097,406.32703145,420.11914538,122.21573722,120.2576659,122.77068683,121.655846,720.9610114,412.27427548,120.59495808,421.64245994,407.8879699,707.87956753,422.92595333,409.83464244,119.28364074,690.43801999,412.65315405,697.1222635,126.08273012,703.04338837,413.5327831,729.38206355,120.24042748,420.86745932,415.86933644,691.70234815,406.45126073,418.41298771,118.54074715,397.67102758,721.69941852,123.74400303,118.75882784,122.10814078,120.35699655,433.32976683,403.15719817,409.30306371,415.3353968
12141423,5,2,700,6,-2,0,736.63851559,736.63851559,212.89687159,792.21248989,746.3086574,1221.9918364,734.52606395,224.4050539,760.56277756,727.79140956,746.03004919,1283.6392777,743.78739969,207.27934978,1331.4272173,702.8867157,735.06270211,760.28236593,715.96837468,770.71597307,215.69382229,1251.5331582,222.3181798,708.78982531,1333.920444,224.28855054,1236.5509701,701.0114302,768.69467375,758.09359341,216.15357822,699.40266355,1294.9307464,752.14960235,216.42125335,1219.423549,758.80430753,759.74716242,212.69155628,738.13904871,1260.5672027,216.43227429,788.4749521,1193.9361349,785.23648797,208.5975891,728.80983666,748.41681627,741.11261365,1277.1600021,221.31287828,1279.3824548,735.63825409,223.7389265,1239.1455443,212.57298825,768.27217053,734.39203514,737.14215624,738.91850317,713.19558079,1271.8942005,224.96090079,761.50733959,1287.1742461,767.04521617,690.93884906,784.82615907,214.89107554,760.13347649,1178.6264198,816.51794671,702.89390288,226.2526511,1229.3570574,223.55292556,1230.5587363,225.14361086,1253.3650803,217.85236459,1246.654317
12141440,4,2,2800,6,-2,0,407.16091479,407.16091479,672.42282183,420.28076307,113.70392359,695.36139391,406.05118532,405.41767262,397.58962341,422.36950422,382.30503445,128.73540061,682.14265255,116.83723384,409.50162775,709.00878509,111.56389522,762.89671087,404.7559835,379.97078737,412.5916635,121.63843593,424.35561117,665.19044049,398.1424446,122.74728152,668.35843741,418.39043293,409.62076706,122.36027211,383.7365488,719.00882324,113.19852254,412.09248084,716.33353834,398.26567125,119.71267014,422.79693597,392.86768392,411.08251692,706.26243102,120.96620119,675.39206565,397.61808997,122.13271082,689.31198898,117.6239497,410.95546402,396.79245479,415.38119954,400.43838253,401.98749909,702.6394018,115.52947238,415.5336164,664.80247054,440.11674219,385.41744411,434.52572112,121.91214986,381.41102543,701.41863765,402.91039757,425.26607033,108.14190511,713.79436737,123.1734552,676.63974983,116.95779859,724.01501053,122.83185572,641.9465984,121.60217542,405.15937513,405.54641947,710.27285542,395.60445568,124.44978366,397.87324313,413.98099469,410.84766492
12141454,5,2,-1,6,-2,0,419.54053259,419.54053259,124.8850204,702.68877947,126.14149499,417.21776375,695.77998141,126.24405804,711.85890893,424.24711837,417.69917947,416.77311752,122.66255862,409.66329864,733.37263108,409.84332804,120.33193095,742.20993828,416.18533412,426.20961712,124.46124223,410.67332271,713.07385545,120.63033401,424.82906145,722.13291854,416.14397548,124.31940963,425.01143503,419.14160663,428.61865801,701.5036605,120.97950747,733.11083958,401.39554069,123.77418122,741.06769922,123.05516067,409.55980069,412.26407433,423.16294491,424.25934424,428.54085379,701.11065226,127.22878048,409.09036117,707.8433074,431.7854988,409.20431632,417.30108273,125.49113818,418.20553532,692.09627135,427.28681997,429.91872287,119.43927482,727.16511141,124.03574317,715.20465079,124.19056363,720.91847249,118.68826748,708.79605659,126.35200883,418.81433374,422.82056156,695.92628435,423.04283201,120.75851337,439.39474228,395.35765948,438.43129888,698.36530897,430.99016152,119.91691815,718.17270852,412.60645302,441.1020585,417.48894536,402.13426329,425.21913573
12141470,5,2,623,6,-2,0,349.51216742,349.51216742,544.61105982,106.44760845,333.70353884,588.01564044,107.79995911,560.61765526,349.71637329,380.63544541,314.76739111,112.74580967,349.40948498,555.52017312,359.45775181,101.64241474,576.41187129,383.5972882,330.81305624,95.56014975,378.33145312,579.37938963,108.29129807,339.70635399,588.11011765,346.9585792,103.44752894,343.04738023,356.31540335,348.4370473,559.3266198,102.82362355,600.61254186,347.77070006,109.91098743,566.64769914,101.45994074,399.1177281,338.52660929,331.55864772,351.61041822,351.31739985,606.51310357,102.38451327,341.32315234,576.22401707,362.99420145,338.37406726,366.79168699,100.40320219,375.20090418,539.66690051,375.31346664,319.23987718,108.74694912,548.50896471,112.57531462,583.54469572,103.58033694,580.50743188,105.82591871,599.51151007,98.009318808,371.72602266,320.59146759,603.0291432,348.34632528,107.95659241,330.65700865,395.85240659,357.08296681,550.16940782,348.96831123,96.949586273,594.95386562,372.47344723,325.57497619,370.95250588,322.13636704,361.46712584,111.6992048
12141481,5,2,-1,3,-2,0,186.68310118,186.68310118,54.902408996,313.2312072,52.325199351,184.15358635,186.41094337,315.92208922,194.24305021,53.248473894,204.64690601,181.98857004,186.40191303,335.38300973,185.77195692,53.886427999,317.76998044,179.26227299,194.53561459,190.14309995,177.42048981,183.54929913,55.065836263,321.9092416,55.89858006,182.98789023,322.00418843,56.067713769,324.35659079,178.78127022,201.72199675,181.35358329,56.673048749,181.24443507,322.22952208,198.03593874,52.781329868,302.57964477,205.54729639,180.46332724,52.669719742,192.08272963,292.81573348,57.933214633,199.5921181,322.12958268,179.81363697,58.494368929,189.64062489,189.15943752,194.21563774,303.11661261,52.938483894,309.59905609,188.50545784,51.139408361,318.98403922,55.690259219,179.42580146,188.08914726,196.25158801,187.39551141,184.17549459,315.77623422,53.026326612,199.83103258,316.6672763,191.81722407,186.35692775,195.09377826,51.746310064,183.41949194,317.89452234,190.15581171,189.71963155,52.926249891,325.42624915,57.556026368,305.64067755,53.313871717,330.15130753
12141512,1,-2,-2,4,-2,0,150.91177765,150.91177765,44.239067738,262.31408353,149.59435387,150.15544107,151.26053059,44.787327069,149.41287865,258.49503337,152.43795496,44.285402856,254.59430712,153.08147683,152.07960888,43.762793908,149.45910462,259.04911183,44.087076798,151.54177594,260.13661533,149.92808109,44.477883037,151.10933777,153.18944603,150.49635713,257.01430322,44.071390299,257.74517915,154.08045642,43.712516673,257.06759385,43.850599925,154.83487414,149.57190436,148.86038399,151.90575793,150.7111207,259.23476552,43.941524494,149.98988697,257.71154484,153.82957016,151.10107263,151.95511177,43.002982461,153.19439958,257.30234461,152.82756581,150.66575916,44.327560076,260.54572277,43.351861882,264.00622955,43.252899014,258.65024727,44.783797478,250.46676689,45.309916435,149.97487861,149.12245221,260.73524242,150.12443408,44.253485012,153.5494354,152.98125703,145.58396704,266.80875929,151.53606889,44.711994871,248.56838841,150.45756617,153.95704895,149.75850006,150.09444833,153.18829736,44.028475515,258.04834164,43.98982045,151.69292796,257.16108807
12141541,5,-2,-2,6,-2,0,458.11841869,458.11841869,460.73573121,440.96840029,473.22457238,136.31462256,457.06247916,805.4956539,454.55269017,436.71867527,139.31693455,788.67377246,136.47888553,763.23584859,135.55650098,804.4338823,133.89063381,814.64090324,129.40892925,469.58663967,457.54249401,768.6879149,448.84952748,132.91000736,439.42668323,482.96021492,442.99508243,740.9692281,456.65189934,136.35596866,792.01177456,451.97217374,463.69010111,452.19183557,467.29944884,467.29254359,138.45243268,757.88701898,135.51616486,469.82999299,783.47105651,128.8823447,803.21804145,447.90063105,468.70262241,465.54330121,131.06588395,464.35122877,779.94973981,456.74833303,135.15923064,764.58301034,448.4423118,448.59074367,132.69073172,468.17185011,790.01660294,137.3043742,456.46333908,807.54548866,464.33345998,133.6489559,455.15476329,462.60917656,454.55254943,745.9420602,133.1350745,825.26079496,447.39182764,133.76036872,802.48736275,137.35168979,461.94496453,447.81901381,453.47801203,459.14868936,470.24207732,764.32860214,137.48880091,439.12905159,794.49867424
12141556,1,2,-1,5,-2,0,294.69308736,294.69308736,292.11804025,503.88537314,494.31757103,295.29694671,508.02386771,507.0474517,493.5304285,294.34691896,284.93373508,523.49516263,287.44279078,293.62132959,509.93010065,495.65196527,294.6089965,302.1489352,292.808837,290.34885456,506.16140759,297.83220577,485.7951395,525.60088104,296.67254894,505.67202076,280.36205959,307.64261133,290.09004551,294.41557222,283.11719325,297.97928066,516.07236104,290.3128193,296.72825073,508.37941432,482.08542481,502.03483024,505.30816738,283.80139113,300.55025495,501.59380662,498.40071874,513.14952339,293.90001185,501.16878457,304.49947525,492.48397398,288.95556399,507.56910479,291.64895446,521.95979345,287.12521817,305.75436585,297.30326507,498.98554409,506.45157728,288.88399356,293.82204231,294.84945829,292.92666649,497.3060934,472.80864005,303.17415969,513.3934821,505.23791329,490.76914995,487.1263985,509.73487931,509.25081896,301.74632639,497.25031644,282.66009887,307.98325819,489.91486118,296.48015002,519.21714628,497.07582448,508.26291231,496.07122746,291.30869337
12141573,5,2,2695,6,-2,0,174.71740168,174.71740168,169.74081198,186.04563819,52.151257366,168.4797072,295.44582045,181.63535814,53.128929231,293.82964184,172.37756504,178.27750814,52.658653579,163.91580161,317.4920021,48.396451142,177.51008466,306.17316108,170.67059419,52.98251748,174.96059689,173.0264318,177.44039956,290.31161564,53.433241084,309.41956245,170.89182558,49.83742608,309.79576137,51.388428757,176.0334365,165.86294806,179.75259633,176.29745219,176.305739,289.47222736,52.338395663,181.07627932,291.00505823,173.43003397,176.16265337,173.81820872,54.311706369,165.79724972,315.63771467,175.01825523,169.45805439,52.197756949,294.3976372,51.371378037,307.92519131,51.385051745,302.66990727,52.778407912,296.84038486,50.617106437,180.70569041,175.18691589,291.51962719,177.08945546,49.794580969,175.65320203,179.43059147,181.32320681,304.47747299,178.07767193,48.883832549,310.00605903,171.7053189,178.29617873,168.40414076,194.68343339,164.24038873,53.901311579,292.87649954,52.657370698,171.40908679,306.54944366,51.543494389,297.53019319,175.33331194
12141590,4,2,-1,6,-2,1,168.58512793,168.58512793,285.34841807,165.39193888,50.034121284,287.83755228,49.858766755,173.99629601,167.81864537,161.37105069,170.56232131,170.03513521,294.44471822,47.640921637,172.28405558,290.56351774,169.66429898,174.95149066,161.49713965,50.627390716,169.37361146,285.4515562,163.46878926,167.271046,47.601024672,301.33736777,47.494552524,277.2354859,49.553318163,286.83661255,50.471181437,280.75952436,49.941979359,166.58744903,173.7603117,289.83564923,172.22524865,47.573880079,170.13952451,172.96318653,167.01952416,275.38072245,175.19001937,48.029138303,295.39007107,172.7180834,163.16947104,171.85587936,167.04737251,164.91668955,50.527187791,282.69105497,48.661629997,166.60073856,283.90120891,51.354930453,286.2394266,170.39043438,167.05955145,174.47234001,49.418067273,169.04793117,281.99401994,170.30130752,49.654985668,273.4309836,164.62162625,177.16798994,48.343108592,166.3976294,296.98676222,50.720504506,167.18707163,286.15042653,166.72467387,49.326865047,173.21046294,163.86548363,173.71739937,275.7422331,50.392271384
12141631,1,2,-1,3,-2,0,470.20365224,470.20365224,133.59297329,471.29456769,479.77204313,799.19975913,467.92325904,141.13973865,464.03712328,458.19919352,492.73233085,796.49745937,452.2762635,146.06001917,798.87995356,481.86009313,463.80088779,477.66821777,466.3560954,458.43058665,138.22751191,795.05252234,141.5199755,453.60236682,805.63198349,141.24956787,799.27834443,460.55390304,467.97177415,498.62330671,130.61890529,466.87007708,832.41111523,471.37232875,131.25048161,812.80739494,470.70724844,473.24398704,142.08312267,468.22059568,820.96768667,137.58251272,460.5049992,792.15479817,463.68705098,147.5589019,456.9817579,471.49951778,485.29892333,778.3118997,146.0920166,740.18173557,482.79456728,135.39238595,810.92589844,135.79539985,464.65903102,467.74592464,468.03561971,493.61676008,489.28359434,797.85120795,142.32728658,486.21908186,748.10385217,475.8836714,470.17566042,494.60533371,134.2755001,490.56733502,775.29659642,471.98038321,481.96533767,133.48080618,820.3168486,130.7562724,838.21308406,133.02449843,811.845361,143.13677314,824.18333701
12141698,3,2,0,3,-2,0,435.87991993,435.87991993,129.69622258,716.99007266,127.21377278,751.54814372,134.49437322,421.191202,439.31364197,744.84297492,451.8361538,125.53169551,455.05164162,418.44078791,454.61363993,695.99414133,439.95950178,127.48353551,729.34255844,441.63420196,444.10744497,435.31651749,435.8838778,457.36920269,127.63077382,722.5291111,136.85149503,423.77892069,729.84506738,131.49527271,761.12117235,416.32012766,477.30255727,401.7444891,134.85093518,437.53845743,769.36076675,421.10170565,130.22390394,735.61786334,435.31068199,459.61323096,124.3115363,461.23477211,701.0201378,121.69588379,436.74221072,773.39623218,454.55160852,125.01746062,434.8167101,468.3885428,430.96507881,698.4895145,129.15224189,777.64218658,424.00068059,130.28645918,752.67374487,137.49036825,397.07305655,436.56503116,466.14647135,433.60308465,474.6535312,683.17036318,127.38204916,455.58998053,714.35406079,474.92718492,431.20865623,435.923923,132.27806343,440.37379823,728.73315112,443.96738712,428.84965524,124.08164615,787.21198813,135.03317799,732.36301513
12141746,2,-2,-2,-2,-2,0,500.15426374,500.15426374,494.14481671,508.60550537,473.06694765,145.51121165,854.41219552,145.99087528,488.91165349,893.03305826,135.57172384,923.12191612,485.65900418,492.02610147,505.43672402,147.60466013,464.72771457,936.0621732,501.37402888,137.82676012,862.16190486,514.16905994,517.72790739,139.81532947,494.00651406,874.64725284,138.85511984,527.90780743,867.58722789,505.44579986,140.90010962,518.09121321,468.73651046,502.6179156,889.02045028,144.07375676,844.03738514,514.03693489,142.70422713,871.3470131,147.24107067,517.08191637,474.55895254,494.51562956,519.65870365,490.58169569,838.69198624,149.57084628,488.38697055,867.83099575,494.93722025,496.19384159,500.07113797,142.35197633,508.24739056,819.67150971,539.2811281,469.8183822,156.78452413,867.5542278,138.01968929,854.66891418,144.52102935,886.6591505,132.63529305,895.60290195,149.83680983,480.60041797,497.08060786,893.35517462,512.38616307,134.78279795,500.97135466,507.01258402,499.74122291,872.00027503,483.70932658,155.25081188,828.81346135,510.02479733,502.82994214
12141754,5,2,-1,6,-2,0,162.10712792,162.10712792,154.34568575,168.98544799,159.45922502,46.056669487,164.28942733,279.49248901,159.56681842,164.75268824,46.922772844,270.31241235,49.920003264,267.55063137,48.780204455,280.78368356,45.491589826,281.18292776,47.913819259,161.4559707,161.64597759,280.42123402,160.48359554,48.426434415,158.78893923,161.38517715,163.55700594,266.33742918,167.54678785,47.552583406,274.07669908,162.80084852,161.23133308,159.01032257,168.41621596,159.02796722,46.654775655,281.12240312,46.773157539,159.28932346,281.2609617,46.374303181,279.15166588,159.53736847,163.70645089,165.42400497,47.109323415,170.34911462,261.93604102,162.06173284,49.877287689,276.78155891,166.15850808,160.85625072,47.489214557,158.25644621,288.13609703,45.541192342,166.25755465,265.25746515,171.13781974,44.627454644,168.65330006,154.16070539,170.79444791,266.54278917,48.117747544,266.58617609,161.50717217,46.932965305,292.19210896,47.182493274,158.86090599,168.90856774,157.03148105,164.11974723,167.68086538,276.81122563,46.47851877,163.06359301,285.09060473
12141757,-2,2,-1,5,1,0,61.781640096,61.781640096,22.178477177,109.98857697,17.6322067,105.11326638,16.880391075,64.381581028,63.003965901,92.176316438,65.936754533,18.271095562,52.922706866,72.926616605,60.027878442,109.45025924,70.901719169,15.887496704,105.80251329,58.56940661,69.031298792,54.830533247,69.121316971,50.404205419,22.270586634,105.36154675,23.50692585,49.828111902,103.79705697,18.45261977,101.00290968,74.244624832,58.00568901,57.507064223,16.090663023,67.235191104,103.94161388,61.691280694,17.305545887,104.23692413,62.562419759,56.497268287,20.791878914,53.041178668,153.60270849,16.465059857,78.916272119,80.897063551,66.723442829,18.103713085,61.892299637,63.734387442,60.221468434,95.063252433,19.392180166,113.23365645,60.209157313,19.39436751,90.196376754,16.657500707,77.439987303,59.345338174,68.502868842,54.490260752,76.838708469,99.579509255,14.839422538,82.809530804,109.59969133,49.462843693,66.796177567,67.519921998,16.537649435,68.872277228,86.215205474,61.520137998,75.650765237,15.381413739,119.63323541,21.834910473,88.561861894
12141802,5,2,-1,6,-2,0,36.959872446,36.959872446,35.190290093,38.528105968,36.356159612,10.500763608,63.943831511,10.933195727,36.380690541,64.124139387,10.698232221,61.630308358,38.859180772,35.733342744,37.971928268,10.983704715,35.411975102,64.108748807,37.297508861,10.781812604,62.914962476,37.452305817,36.589712597,11.041061932,36.203336738,62.813455157,10.922116912,35.571310722,65.211643543,37.016312379,10.721340691,37.118038376,36.760194207,36.253811385,65.550037589,10.619673796,61.997735712,37.545952077,10.664120441,61.997718456,11.002374896,36.099104821,37.282745711,36.373976053,37.324512629,37.716109102,62.601766735,11.375684796,34.983473157,63.076780457,38.825929728,36.966200599,37.883573308,10.74176411,36.966984226,61.59570763,38.482682172,35.450587142,11.102455923,60.477797632,11.428353463,59.303706847,11.26244058,60.001585809,11.405423554,60.770847127,10.970682378,35.60453269,36.823084581,62.36741123,39.024392216,10.757447593,36.219744914,38.510577534,35.802642265,63.877789554,38.230665581,10.828309984,61.76351472,37.177943226,38.075934412
12141834,5,-1,-2,6,-2,0,393.42263449,393.42263449,387.6839466,116.40850767,381.85849371,416.22875236,645.97627187,400.18431297,392.26526967,112.9681112,679.2510651,372.44497899,654.97144051,125.81633045,680.50818014,400.2713762,680.59584929,115.53272156,391.29889162,419.0719478,651.05531357,393.98238229,359.02047579,122.37739218,373.22839428,725.53336,108.27377968,118.53760497,107.00362947,124.6929789,375.91274076,402.79488417,392.78024922,416.87960371,642.76396911,663.49735866,397.47430235,683.2318771,401.02463065,120.12577052,394.1348706,106.73376386,416.33714812,691.26835156,115.58353943,390.83868077,666.82815831,396.84908611,383.43464313,122.33377073,363.13614172,666.20935664,392.49567484,373.51748042,689.80203052,391.5120332,406.03824318,390.94219138,392.15501379,723.20607676,385.43429398,121.33231292,641.64398581,397.44358264,113.28580838,395.96357975,108.35944556,413.76191109,682.73277088,381.43258912,671.02492344,692.66606468,400.7694935,372.94831423,383.76509138,408.65400892,119.09729302,117.28961477,109.64065842,120.92982401,673.74847958
