CONTROL,REASON_NOTAVAIL,OWN,LASTRENT,VAC_LENGTH,ASKINGRENT,I_ASKINGRENT,FW,FW1,FW2,FW3,FW4,FW5,FW6,FW7,FW8,FW9,FW10,FW11,FW12,FW13,FW14,FW15,FW16,FW17,FW18,FW19,FW20,FW21,FW22,FW23,FW24,FW25,FW26,FW27,FW28,FW29,FW30,FW31,FW32,FW33,FW34,FW35,FW36,FW37,FW38,FW39,FW40,FW41,FW42,FW43,FW44,FW45,FW46,FW47,FW48,FW49,FW50,FW51,FW52,FW53,FW54,FW55,FW56,FW57,FW58,FW59,FW60,FW61,FW62,FW63,FW64,FW65,FW66,FW67,FW68,FW69,FW70,FW71,FW72,FW73,FW74,FW75,FW76,FW77,FW78,FW79,FW80
12135121,4,1,-2,6,-2,0,406.50095466,406.50095466,403.45262785,401.19815503,113.36968136,702.08842929,121.09823002,680.13778557,121.39800481,675.30982232,131.28016549,669.54119046,119.00500151,431.86556241,400.83183425,702.94471421,403.13323428,117.17580695,413.73954061,411.13467716,383.37350032,704.16037492,402.66992512,120.89032655,697.86823483,406.98239034,408.47486123,411.81053473,398.60781518,399.71191206,124.10316093,680.2341056,124.14198975,414.02122561,670.20895518,128.59569029,657.15452033,397.39210162,447.20897151,388.51299248,116.13109157,399.13630949,662.52296281,434.58992743,124.64208388,694.35373075,396.70388879,433.21059188,122.24771964,406.57059391,700.62605036,115.95837758,399.86851478,672.74819652,408.92741669,109.81639083,408.36371756,425.65797993,390.70749852,710.51725888,119.34579683,728.61529232,400.7614119,117.26666916,680.00317645,122.59483461,406.86229351,419.8310641,401.77680102,425.35665381,382.62505737,689.32457594,119.13206818,412.63811054,704.98052847,387.71674941,419.02909458,426.01889649,113.73498255,397.45130287,716.01681612
12135256,1,2,1634,4,-2,0,161.7476099,161.7476099,154.91754204,285.96508939,45.922214593,271.8269344,166.25249052,47.616170973,267.82585138,48.06760666,157.06209079,164.15814839,164.69779243,157.29207288,166.25265957,281.28340521,45.001478822,168.48726585,276.18505816,159.72894671,160.43948926,167.5632564,45.664792657,170.16165764,272.500422,162.63997042,156.45610723,46.647608742,282.10418629,47.580042727,264.16209305,48.218532812,284.23345401,45.150331601,289.69986589,47.57177104,152.39308176,163.39578241,274.33606344,155.42466597,49.121924044,158.77221159,159.93081102,162.25268517,278.19782219,163.12476571,48.806000856,283.28307437,151.09329642,165.32701129,166.59921447,168.15604124,162.0771981,47.854456686,281.90978608,45.512138417,168.73943152,265.51361899,48.384466533,263.70839543,170.91037711,149.39007986,161.41359136,46.113535059,171.38312206,269.18207785,162.76212767,43.738360419,281.33006672,161.78695717,176.2373619,46.428928367,151.27336308,301.65673405,44.735834294,163.42660033,295.1798496,162.04130496,46.586511226,161.55794321,163.01317411
12135268,3,2,-1,4,-2,0,90.36206426,90.36206426,25.678384176,158.60584879,25.811660836,96.870346241,143.17408663,26.984896705,157.05052244,88.91488096,90.139666886,86.283854864,26.238873289,94.633717081,159.95232232,88.80331813,28.016586499,150.17242937,91.578570711,94.874361091,25.696918242,92.481089422,137.90481587,27.946718574,89.742266643,164.99547195,84.788617758,26.507287261,86.259899623,92.751756204,87.727325175,158.28235701,26.919519094,158.57234076,88.695811309,25.511099356,159.68222898,27.651863261,88.213706086,95.798818211,88.463462534,86.89315263,93.977412281,155.86515042,26.630070254,93.84741167,148.3280734,89.021613122,84.658300568,99.161773383,25.092175031,88.525243962,160.24890143,82.899722359,97.818045908,26.781926764,156.94578657,25.810104504,156.59192388,27.917617203,155.63710257,26.648754112,148.34150857,26.237180059,91.492541176,91.995253133,139.76195991,96.303263775,27.214163074,85.596975623,92.315368305,91.379644674,166.46685015,82.813889198,26.206996647,159.52089601,92.220347616,92.927162188,84.908373952,95.523284727,90.30231745
12135295,-2,2,1350,5,1,0,409.99760272,409.99760272,410.11878492,410.05685468,416.56900272,120.87003506,403.4252316,700.82285627,404.19170419,121.63880214,701.38223314,410.26365085,413.9521497,119.41814806,412.38149659,707.07547237,119.70338001,409.38325021,695.12073986,406.43516506,123.47291902,402.4250908,404.65277421,420.37741295,690.33978782,120.83723277,694.18889919,408.18552136,121.86753461,688.90776641,119.12756974,421.41657395,410.39616745,401.66033515,409.62850072,412.75437089,705.46548406,121.29170204,402.6455752,708.07523515,412.89462992,400.85861385,421.66374635,117.66610017,405.58114784,708.04960843,407.87424452,410.55604661,120.55357037,706.10166514,118.9135335,694.7186656,120.99217551,707.68829751,119.34869674,692.67200355,119.67425995,408.46274616,414.26903403,702.95082859,415.49849333,117.33992886,417.05720946,407.3306564,413.00866231,687.97501288,419.30781216,118.1642982,701.63769985,409.81542819,410.55693523,409.12073051,419.35476171,408.93335483,117.52853806,705.17796968,119.48441513,413.00352808,706.30013413,120.08853718,688.82031982
12135311,5,2,-1,6,-2,0,36.959872446,36.959872446,35.190290093,11.284620972,62.063846612,10.500763608,37.457429269,63.723334536,10.655657555,64.124139387,36.526049541,36.102198783,38.859180772,10.466053775,37.971928268,64.017722493,35.411975102,10.999322362,63.670830298,36.811410818,36.854731742,10.969526403,36.589712597,64.352024849,10.603711829,36.795270131,63.658762469,35.571310722,11.188549183,37.016312379,36.604946795,37.118038376,62.753576809,10.618495511,65.550037589,36.257834304,10.637129775,64.094949397,10.664120441,36.317422635,37.564457588,36.099104821,37.282745711,36.373976053,63.716928613,11.046792596,36.671265925,66.302349827,34.983473157,36.949522521,38.825929728,10.827149481,37.883573308,62.607589308,36.966984226,36.081930146,11.27131665,60.517937707,11.102455923,60.477797632,11.428353463,59.303706847,11.26244058,60.001585809,11.405423554,35.59873805,37.456252562,60.780739197,36.823084581,10.700556067,39.024392216,36.728223469,36.219744914,65.741668056,35.802642265,10.959696019,65.263828463,36.970162806,36.180229263,37.177943226,38.075934412
12135329,3,1,-2,-1,-2,0,308.15380928,308.15380928,300.41875201,532.24518322,305.01062008,90.56065842,538.40511969,307.33715965,296.58636198,314.25337521,309.83660517,298.33075152,93.43780185,521.47091569,91.267310663,323.4172311,493.65782073,94.23595258,526.39432062,307.17343465,302.05712039,321.87179315,88.199529067,314.54507285,509.43447927,313.99167026,89.747777678,505.31977886,307.8397483,318.22680908,87.188486103,316.23599344,520.03607114,92.114660045,305.76124041,535.08180938,295.4606962,93.981807492,306.44770639,302.48528039,317.21813663,501.63756806,91.299031343,531.61474748,308.13992543,89.443535471,531.50989205,95.034453057,297.31311544,308.77412802,311.15901589,315.6342358,315.26758111,517.73570836,89.768398535,292.59374595,556.93322782,305.3000676,318.69386069,297.67859366,92.543186435,298.50436748,552.86003704,289.51043831,323.18403212,85.74873376,540.34577193,86.620022956,524.53447409,90.624970381,546.36278158,90.021932733,516.48251282,93.863095625,299.61553596,308.2454187,546.23510846,313.36792435,86.929084001,311.87672342,313.59062963
12135386,5,-2,-2,6,-2,0,458.11841869,458.11841869,460.73573121,440.96840029,807.84487654,465.4072331,133.87050072,805.4956539,454.55269017,436.71867527,475.6577674,461.99439962,465.96806195,130.95056904,790.08118727,138.01903414,457.13121783,814.64090324,129.40892925,801.63453694,457.54249401,450.28695532,448.84952748,132.91000736,439.42668323,824.46465794,442.99508243,127.13022094,779.55355401,465.54839751,463.94975598,132.37958478,463.69010111,771.93974891,136.86883972,467.29254359,806.95991414,443.95993697,135.51616486,469.82999299,458.94671918,440.03184922,803.21804145,131.18705754,800.12542507,465.54330121,131.06588395,792.69713149,133.81821941,456.74833303,461.46247833,447.8823579,448.4423118,448.59074367,773.37825998,137.12436014,462.7810115,800.26853896,456.46333908,473.04919502,464.33345998,133.6489559,455.15476329,789.72326234,454.55254943,436.96274212,133.1350745,825.26079496,131.03803247,779.61256127,137.68506418,800.54431443,135.30054757,764.47487522,132.8206346,459.14868936,470.24207732,764.32860214,469.41612873,128.6179214,465.40654808
12135430,3,1,-2,5,-2,0,350.285436,350.285436,603.80903515,346.56644993,351.29806904,359.04082838,103.18147291,347.07593776,578.29106238,357.49333486,347.99642245,101.76556917,597.97027411,103.41916686,598.82424508,105.23275346,588.82295745,104.87316701,584.92881392,101.81797612,356.15144792,357.6300065,576.5505811,360.04378431,100.54797336,358.31147112,340.58978414,353.89478555,590.52728415,348.67053401,100.19538196,621.04472102,348.24835149,357.4427172,337.73637503,361.005454,341.08874135,105.60393487,592.39294502,103.72713435,353.33550031,568.63784087,107.05903318,598.58285045,344.21642486,346.94103083,351.6185554,103.52977596,356.1375795,593.26554419,338.70693463,104.78195264,605.43840579,354.52858577,345.3392682,100.50351538,349.48131102,607.78355041,103.96408431,355.35222792,581.16515141,355.12547458,103.97251845,343.93407179,355.99064069,338.29889727,610.02310592,100.16289738,601.45825399,352.14458037,101.63143339,600.9841316,103.39869928,354.69202245,343.78671423,347.55898175,350.20619466,356.76905581,597.06450295,103.18385952,342.0913377
12135494,4,2,-1,6,-2,0,168.85453199,168.85453199,162.53854151,50.170868383,274.80310249,50.127551227,171.94900959,295.61328226,50.058690249,283.52135182,167.55177042,163.78399015,177.64958087,48.130074889,170.89661603,266.69391276,173.77454882,48.469174258,289.28159151,168.54400175,170.49600178,48.397103862,169.73645919,298.69923943,48.87849887,161.78837584,311.83433176,169.10310757,48.445655112,173.25859769,171.8667706,161.3865789,303.45445432,46.46288505,305.70502255,162.20983568,51.167147635,280.20783184,48.77095684,166.59540724,167.27781504,175.85773129,169.15522915,170.5796846,277.51444893,48.443979963,165.1929589,301.66208333,170.16365637,160.69931905,174.23879097,53.067335163,169.18853219,272.5153347,173.27586331,172.60213962,47.723493401,281.65230448,49.675263362,304.13633548,47.165719445,282.9231723,49.977818391,292.0794174,51.942490718,158.76338823,171.26458355,289.65399849,162.31894601,54.113843896,160.38767989,167.11161713,172.12109756,296.21390203,168.13075858,49.867898413,286.9967881,163.34654783,179.38849996,173.3126455,168.68621372
12135495,3,2,-1,4,-2,1,194.09007198,194.09007198,214.34466098,317.90331209,331.38230336,205.03290993,323.42676512,341.65269766,329.84555336,203.56084218,177.89320336,337.40995443,209.11766342,184.65905283,337.5618416,325.39659562,186.92844355,198.87126886,188.54235081,180.36536922,352.22863876,192.39967955,313.0409332,351.91809412,200.16689075,328.15479604,184.80629556,192.73612846,207.40563209,184.08632656,193.77264082,198.14901658,345.14647846,179.43327394,195.28087803,342.22348191,318.33756416,360.15113017,309.39198139,197.35355627,199.48503471,315.52627821,345.14693779,301.41301244,188.63650557,327.99351915,200.13433589,326.44413122,195.23007411,354.86975743,183.14889536,342.3157715,205.4462002,192.22961977,192.70710114,330.63580364,309.76329208,189.19084483,211.33546649,196.99461797,190.75698615,315.12893373,355.28099987,188.6789612,342.95372589,307.32248692,353.10612919,316.21256706,343.61205943,307.31012997,195.91337075,333.52554573,211.98265714,192.1039764,312.26670504,201.64458386,314.66772386,345.09091395,343.31361372,327.99608761,177.49871647
12135500,1,2,-1,4,-2,0,177.01733388,177.01733388,303.55924253,171.33092379,185.84230819,175.31570974,175.81374163,184.55128918,52.448513175,289.672979,53.35901092,186.65588658,284.96325466,56.618843458,304.02787022,168.4619641,176.48789754,181.47245531,51.661062294,170.25661871,306.83621303,181.05542906,52.611823148,296.83989074,175.57852528,187.26221637,51.158379519,175.89790561,321.34525968,53.845761652,164.78710112,307.02371248,189.92580901,50.163948081,168.47493177,180.80338869,181.89019734,307.76577762,52.987904295,307.00887442,176.67122499,54.489060802,285.4964778,53.862624487,172.27724855,187.95702347,173.60862708,180.15057223,184.38115537,289.39469296,56.364102053,165.19365035,315.79895245,174.09538298,182.60003603,171.47550932,51.57977547,174.30262164,301.83762774,187.25714434,184.67734302,52.214611582,306.12050789,55.865659075,288.72230007,53.072222733,307.71847046,53.213574631,300.23204665,52.086096338,174.39001861,182.26158465,307.56336761,181.76042928,51.521608533,172.89417043,181.58332761,175.39288511,296.06873106,193.08856478,53.105381256
12135554,1,2,-1,4,-2,1,346.80714394,346.80714394,352.24667965,585.30802992,102.41187387,353.47114168,583.32795385,336.59716741,352.14033439,344.84032485,105.48544066,335.80102245,581.84972678,364.30938403,367.91712676,101.00534074,600.775582,100.9844295,579.990674,109.73817745,589.12512878,100.71368305,544.48917597,109.15030507,336.6237857,370.96210123,559.30204053,347.00879347,97.717956009,365.34799461,341.42068785,347.23962991,618.56865015,346.50506066,101.37815128,589.42999763,358.85877167,342.07010842,362.21919426,362.64177137,345.80922823,97.568937535,607.2747222,106.64883354,343.78693475,589.37698241,101.43388572,591.93701334,343.13753226,377.97573542,321.94520074,98.53261271,342.04975503,562.69240777,353.12611166,106.2585127,605.76725228,348.46410366,345.23964569,110.78101408,334.16000557,617.2357229,101.66641137,348.15852116,606.25310465,345.54216196,92.709237445,380.81476103,351.79699311,329.62174603,626.30008874,105.47490348,611.87376087,323.84073295,97.095215394,628.72388707,103.34635688,348.85661543,333.98417405,372.76836617,346.99431412
12135585,3,2,232,4,-2,0,433.93016321,433.93016321,417.44557688,440.41175307,428.00125472,431.67157803,443.24760316,757.06024563,124.00060852,423.88244392,743.21394408,447.444718,406.60226141,457.62834713,128.01329676,438.22838909,730.62427017,450.22941365,423.71335982,122.89366351,743.98317995,129.87093528,733.50198018,126.67827513,752.83547809,130.76402864,703.41814564,129.49218457,429.80070783,452.57329275,684.97633869,431.78021412,136.31283302,423.12289785,421.99488088,444.07087624,703.96676667,431.78070145,132.14700949,721.62901987,447.75887759,434.0159042,421.48305568,434.25938825,428.29855543,135.68164083,740.69778088,125.13678646,439.14732905,720.54518208,134.28945518,713.37580032,438.51962845,438.27151447,446.39172386,125.50634421,423.02281547,729.6733125,427.77572917,133.23931993,761.81025169,426.67810667,424.22943941,134.56962422,412.21284913,755.85744897,124.19014642,435.65865421,740.46678407,453.58535577,127.39786744,431.06012824,417.4747952,448.53663143,737.29509689,120.03333191,800.21402352,417.49345221,129.85890538,764.15402724,128.24830903
12135650,5,-1,-2,6,-2,0,403.10279225,403.10279225,410.84681437,409.18588871,401.42579449,120.48173007,402.81796096,689.07759982,402.51694221,117.66127185,661.42048383,408.32316884,410.81541394,113.85099263,410.11076494,689.50770887,120.79162445,400.43241214,678.61705016,405.06601648,121.51878371,406.80998679,388.4998931,409.53102569,686.94189824,117.33096951,697.38613061,392.0550773,122.69447694,660.41851243,119.14775998,423.38196949,403.9687713,389.56895313,409.76596791,397.23380509,718.79158616,115.60252868,393.97315581,704.72567409,402.16392476,398.42318189,417.50302782,113.59346862,399.30153718,685.49420263,390.36903367,402.14862266,120.98712647,695.0149341,119.57552913,667.88962921,118.32786931,712.81616496,115.40631771,685.72210799,116.82856091,408.04064714,408.23543351,694.43345557,406.99195563,114.69673509,405.64549743,403.04262703,406.60800433,662.30068212,422.79666211,113.78338837,694.39313139,400.9113361,403.38849027,413.9740561,394.39228935,419.13197118,115.02783945,693.2409707,118.12804054,402.03019427,705.61413908,119.47742491,663.17721557
12135729,2,-2,-2,-2,-2,0,398.48433095,398.48433095,460.04562459,374.4904709,695.69866037,413.27125315,117.79423792,704.61743056,395.29559109,413.19702432,362.49442659,414.04959861,426.12920974,108.56525107,715.11479611,116.31544856,381.47480951,697.74380354,110.2753985,628.22651878,421.90182684,399.59924106,372.30726161,124.38139231,421.35021083,661.20403021,386.25407514,115.28334123,706.17391946,392.03853928,393.72137563,115.20783606,418.68567219,631.79093849,118.77344199,415.45749952,644.07253296,437.21317207,109.98493372,409.0004216,397.45723649,386.31637954,702.51189192,105.70717955,681.81872465,389.83117437,119.61333732,681.47627248,116.67689643,430.42666212,390.00596682,401.95623854,416.23123911,384.86276182,704.10597905,116.1464369,368.05592132,668.54276437,431.85250024,405.29912317,387.05677291,110.15827147,431.37709924,649.96117277,418.20120897,375.04495339,124.74425247,653.6268887,119.11174059,614.84881488,122.75558832,692.19776374,124.82155578,665.13289751,112.88311498,408.55515141,381.36218462,685.25697569,412.39551121,116.78842331,355.66367897
12135801,3,2,2749,2,-2,0,998.23749533,998.23749533,1683.6229413,297.31736614,944.17502596,1692.6911785,292.58089976,1698.2709712,975.79882808,1044.0871518,923.82498707,316.10953381,969.30699799,1676.4041717,1008.7805423,294.59812083,1583.3946148,1094.3945236,1000.6719748,275.08280902,1007.9942275,1751.8484375,302.65008179,952.74214475,1683.1517242,1022.5914378,277.13527024,1053.6296612,1014.337229,1008.7986565,1639.0515197,302.8624608,1597.0531629,1003.1545976,304.43198799,1675.9696682,289.02819842,1025.9453524,972.42793002,1018.7329716,1003.3432957,1032.0227068,1616.8910661,289.0807963,1037.1656114,1671.4828721,980.55443647,1019.2190614,974.7516348,297.17597069,987.82501102,1690.6042658,998.071588,970.02759109,297.10802167,1635.9489345,315.24952625,1600.7392566,312.91983699,1731.5160985,275.46786847,1705.7988267,288.44362794,1036.6351151,903.81529729,1787.4973033,1021.0314141,280.94633056,992.10291092,1044.4637533,1022.6506443,1567.8905461,999.86829377,296.38618632,1702.6907076,1019.496731,965.415716,1057.923992,969.00498617,1017.9376907,293.94112418
12135890,5,2,1456,6,-2,0,93.517061212,93.517061212,154.68495591,169.06747674,98.840985529,159.58451785,93.230383781,26.785733828,90.025334073,27.292761488,91.019804048,163.40925093,27.06022762,98.110270515,164.39489627,96.921373062,92.802215284,29.095840029,89.817879561,151.61764997,88.237263696,98.671597979,152.30698384,93.36676655,92.959786536,92.136098046,97.606773611,163.66983798,91.163399652,25.582731291,164.63768867,100.27675454,27.530822907,92.910195408,27.563120566,92.005576947,153.51701886,95.107942731,165.20844402,152.67355467,98.416041297,91.952784891,90.131796156,92.839592113,28.057066543,28.909343936,27.127458715,27.612538134,156.53512249,90.692273007,28.079743914,93.801813949,90.698758737,155.95423037,95.237100581,88.338178856,28.665198023,160.52583441,94.824428863,159.59018775,30.434714642,143.4803671,97.20324496,151.492998,29.012448546,88.517553775,99.85723854,151.6340205,101.34513278,85.045828984,27.747713877,94.240476565,164.32911596,25.575673613,26.825149147,29.275336304,29.149920176,93.728662956,91.682590688,100.60883844,85.229610228
12135920,2,-2,-2,-2,-2,0,392.0233883,392.0233883,386.38719804,658.92890794,376.06254729,120.38083702,688.22916245,397.01114889,387.98289916,386.90679048,395.76849778,376.87557832,118.94750565,667.76837367,114.3795134,375.17873767,674.56564735,115.63212191,665.96845651,391.63064893,389.10982966,395.43635569,113.93170218,406.55280931,653.89867585,384.44624757,122.41978687,668.92926665,371.165783,414.76355405,113.99175844,382.87400193,700.24607029,112.23650093,397.07655022,666.58830672,395.75703728,114.40959114,390.2606734,386.37981464,393.35204672,680.48297956,115.34688974,694.21777661,373.71533542,109.22316389,666.71336498,120.40237806,402.69861155,373.94548112,388.83697301,430.78386659,392.06807517,627.52966777,117.16818599,389.74776402,656.63327266,395.65646739,397.06078562,416.85222724,106.35292237,396.55145536,683.15957559,392.43219673,409.8485732,106.48922127,687.98215774,114.94604281,643.85083735,127.61804722,625.28519254,114.05576247,683.44964255,117.76650074,391.79474082,390.55424962,668.87702665,385.54521551,120.01915556,404.84616917,386.8604004
12135946,-2,2,-1,3,1,1,178.56926553,178.56926553,56.943841141,174.62367301,299.07552197,185.71162778,51.670553654,184.51154284,178.34782172,188.05287879,272.25159481,53.268487422,330.3697082,167.95976277,53.901135521,293.84994888,50.80379764,182.28295129,172.29818789,165.9875579,190.95901857,178.62761123,285.03427576,55.644791333,185.0864763,299.86210614,169.12749804,180.29083982,192.11469492,48.652122781,179.93578623,307.73479643,185.88025212,165.26634666,53.172396984,310.86652118,49.751244505,329.42923818,48.802604104,310.08479316,53.160186304,289.19192025,55.125321033,161.61326277,174.11069513,304.23198788,182.44923655,51.824745052,178.4605892,187.65399903,171.17707625,316.42895457,190.29647791,52.277898653,301.92256505,181.3504379,164.37069174,171.92227711,193.37471177,181.65046901,50.75725333,291.87961929,55.309867129,173.65572274,319.79145573,48.322287143,319.72077669,169.72079377,185.65506586,163.98611138,53.092621271,180.37645955,327.44273342,179.77505065,49.247006506,315.66758114,169.74853341,184.97063244,54.498788817,176.69338524,280.05279853
12135977,-2,1,-2,1,-2,0,310.4664513,310.4664513,91.750659648,303.79795531,531.76844482,92.87135635,532.94146358,310.5080746,302.22311468,311.68171401,91.03944452,308.17870286,525.59676874,315.32995516,90.68003381,537.98680478,306.62596665,319.06293337,90.389830582,308.77007494,526.96515196,92.661678448,303.94311785,537.26966915,306.69986111,92.62398339,303.63803215,316.18924257,298.8296858,544.44971881,88.212601818,540.34164351,305.8603978,95.930873665,504.69554237,93.083165127,302.76999889,319.3609824,312.13671165,305.43154092,314.35771129,513.36008429,92.165219737,319.03824117,524.6024156,303.91919161,314.62147772,311.93082836,92.092509989,307.07654173,514.21603048,317.36793954,308.84728846,91.9245268,520.88292677,89.145365068,541.47554696,91.843545747,535.10274383,92.02568265,511.21237318,94.279311093,307.2940756,308.28498283,535.36164761,303.86679873,90.552127006,312.50130393,307.86237257,315.48677785,517.29725732,312.31231814,91.563282924,527.27365916,311.31001413,309.23209741,311.2406415,311.39083294,307.2187434,90.857833144,529.01692427
12135982,-2,2,-1,-1,-2,0,215.82950363,215.82950363,212.86911225,66.560749802,207.98399886,367.62250201,221.6574297,211.38861031,61.812171347,393.43858916,60.319092338,381.96085314,62.97218807,348.73469961,64.641874469,385.17537679,59.637615536,229.9113689,218.58442177,334.50564533,232.67473834,63.256476445,239.19291054,203.62170896,216.17056886,370.18335159,208.71092743,66.507305405,372.0575342,214.66996195,206.60537901,221.08020222,205.1316644,225.83849181,64.294225987,353.65758041,65.920911346,220.77217062,351.68477435,66.073157115,367.91130806,223.32912097,217.83021511,212.10567323,63.982384411,208.49895506,358.19717706,217.76885538,61.862157391,377.8190568,208.82443641,225.5391614,64.224996215,209.6736876,368.6655768,63.147780765,237.13063231,344.23331078,239.10544187,62.813993804,202.71382,215.83430138,210.63019223,395.37810646,57.97498494,373.78669532,225.73434969,63.328996402,377.19499141,64.839631215,217.25311988,207.31464926,221.52533299,215.15215287,213.02031281,370.54714805,61.756259195,232.05154977,362.41581429,225.23750436,208.37202085
12136038,-2,-2,-2,-1,1,1,159.54610637,159.54610637,289.74401592,44.259357536,284.4729565,156.71762771,49.157380728,259.76050989,46.33083701,162.64608979,164.58907682,158.18860083,164.0248289,156.39130474,281.5484426,45.462061175,157.69898109,278.06714736,154.86826542,161.68329806,157.68347056,47.535333928,159.07775409,275.21370055,162.85162092,158.52820383,46.571962926,269.32392311,47.684061264,274.2338467,47.267701174,264.22853379,48.533209201,262.68982021,47.677353464,165.43500268,158.7637159,265.81981885,165.07634228,46.452328595,162.2450029,158.06936925,157.67735599,284.42190838,155.57515445,45.962708334,280.94294105,158.0211244,166.96897154,160.96401476,154.83938793,162.67337426,46.234629517,272.47048247,47.13784655,163.69566062,266.53671276,47.447946537,271.07117068,161.9425022,155.54024139,164.33527288,48.855761193,162.61109859,284.18734885,154.41831472,45.881237997,279.69017843,154.72396415,158.24163473,48.097505552,155.96454031,282.98771493,46.803081991,153.03526717,276.24853839,157.33137005,48.114909148,156.59576173,161.96482043,158.96522414
12136058,2,-2,-2,-2,-2,0,165.62707667,165.62707667,50.654021725,159.63318943,167.37327199,164.65518033,285.04746938,49.043881364,280.90485304,166.5934737,48.455438595,276.93246053,49.437362071,167.15990705,165.03020222,160.39812904,164.37655339,166.39115132,285.281686,48.813672639,160.69729868,281.47367174,166.59202856,164.5532669,167.96974411,47.660668082,165.08566846,290.94958625,169.33029611,166.83671639,49.370986857,277.9669645,47.857464906,275.68730345,49.688216579,285.72770365,48.044164293,276.42023912,49.02587859,166.02022982,167.11771654,283.0714832,162.52262599,49.217540325,166.89984395,164.22586918,167.65769236,283.61060706,168.92316402,48.29850294,281.13740845,168.64848882,163.14696992,165.85814545,169.16186031,163.92559972,47.711052997,276.1612972,48.342889091,163.33767929,293.93079579,48.246839939,282.36362409,170.89623989,164.2023281,168.33850418,48.719669315,162.06777809,277.52830172,167.35676499,47.413910527,271.53308548,169.09617486,168.98686916,47.501138411,166.75290846,280.58265982,50.765182943,161.25475655,279.47553651,166.12579063
12136105,5,-2,-2,6,-2,0,46.496938512,46.496938512,44.982131886,47.995198184,12.984754066,46.516621557,79.158899408,46.297863844,13.298499319,82.340124364,43.658448132,50.193438637,13.365404657,45.554389075,79.831556538,13.891800026,43.498334589,87.121234303,46.222300308,12.709187966,47.117118838,47.426359346,48.460537451,75.96337931,13.316989973,81.699901041,44.710242428,13.994240694,79.854782518,13.973291252,43.821924124,48.098530662,44.135669507,47.060113206,47.919565859,77.641128379,13.670940555,48.282539951,76.588801107,46.944777404,47.245853036,47.1642576,13.233138591,45.407167558,81.290846235,46.11194295,45.86112657,13.74555732,77.353927658,13.893588449,78.064694274,13.445598598,80.23997362,13.19322798,81.007481152,13.025653802,50.260426177,44.013878909,84.709955523,47.533079356,12.757360764,46.921824545,46.011538194,48.564510013,71.978644553,47.749706479,14.066155087,77.270866873,45.601396809,48.433422593,47.891669141,42.943406463,47.412221513,13.551690882,79.060496275,13.916567296,45.177214665,82.833076901,13.307985775,80.704800527,46.917957789
12136148,1,1,-2,2,-2,0,192.00386902,192.00386902,191.07230638,208.74613667,181.68195912,324.69459968,184.57945334,57.154394405,315.92334598,206.82896705,192.19209674,196.99874279,190.31388192,181.28171021,60.055398861,312.1239493,54.041373872,208.03907018,320.07751106,58.50215355,333.00235845,185.37843957,205.8965279,179.62068061,59.379462318,201.87376485,305.90437317,193.79201106,57.91398942,328.50014725,199.86037742,178.38503997,56.498440165,209.18116949,327.00812045,51.069566558,203.42572898,336.28799974,183.875392,57.391944734,187.74768544,186.71094941,204.54338932,303.37441571,61.98565232,312.32947201,199.53994837,57.694501412,328.16930181,53.573177981,197.76724742,198.65931002,187.20996287,197.36001487,191.40619076,318.82823841,60.312468738,196.05784199,306.20908653,203.05722805,187.06028897,183.02032226,57.031923416,197.17624053,336.49130185,203.16931762,178.16761141,60.048644091,322.43741116,57.034040986,303.50947716,65.33936674,301.08455115,61.79415871,307.97732661,58.389378308,193.61221431,197.24146858,312.5572595,198.86931947,53.855969007
12136211,4,2,2600,6,-2,0,425.36566576,425.36566576,436.15218815,718.84346017,438.92736251,409.51556369,427.83563183,131.46416888,429.52336867,702.49018204,438.98493092,431.97039441,123.03547105,709.45527774,126.72219006,745.265419,120.27035624,727.14738305,130.23022132,733.0841835,123.35912555,417.59072147,431.81039471,740.12019558,441.72155187,122.0789668,435.85211037,432.44349393,414.70429097,751.36019706,412.72884216,125.58193393,727.14085494,427.98000601,422.60923516,434.3513177,441.41487244,415.83103359,128.23233595,741.81995822,125.08261214,433.54794083,729.92976313,123.36952983,736.12942652,441.99261254,426.36462631,430.77086576,122.06036275,444.44049768,703.05473195,444.37047899,119.34908601,763.50715728,404.90447263,441.1011179,125.17494712,418.08388674,727.89166218,129.71766982,428.06065242,711.2141936,424.93118197,125.19670623,432.23182503,450.1265265,425.34263761,711.99982956,132.99390438,736.0199642,415.81868547,128.85333469,719.89723563,125.27546717,423.17854841,441.47777233,415.69613498,436.51223685,433.93409728,722.25073229,127.49564568
